model,owner,mileage
ntptdZwRIwJQuT,9clw3ff.y5,8146.991211
 wCfgxNTqVlJhDL,9cqlSpTF7GJe.U!9p6i6iOGa MFckC'j,7044.156250
ugrxepyvYg,9ctRRlGrbh7,4801.437500
yHVZvf,9cvuvylBmfgRstKg,5000.298340
BtDrQ,9cxOV1UFCGuUu,826.928955
QZ,9cy2.vPGqI1vM#WFEfLgoGP0Ty,1124.024048
Ums,9d,3101.299072
pRRRVO BG,9d,653.670044
gKbuBZNPSa Jaxv,9d#-N0rIU0TClqATrkK7M'eePD '#P#,163.576294
ftLNpWLnyujsKqO,9d#f?L?Ny2?,5347.637207
ithVmmzrvOrpRz,9d'kvFT?,3061.437988
bWXriDMKkUyPyxC,9d8EfFqt,6118.505371
MBch,9dHNCC9,1016.383118
EcG,9dOQ7OsShpt,2248.574463
omewO,9dPRGNOnpsHVW5Ib.0I0,6958.976074
IjZEghqfOI,9dPU8u5y-..p#HW?LRi,2666.949707
yI-xyLcqvRkDZ,9dUQeA7vjfdyzti8.Df,3374.150391
vIYaBaIpnAYu,9dW402IALQuV0id.,8336.800781
xVwCRnSAY,9dgQmlNJ.LL.mXNeTgm4vwEn,6193.422852
JPxAXS,9dh48uLKMyxOAk5h,5492.993652
mXeYbfZsCvjhzc-,9dhzYh6B!9vhjK3d3q'0PQQYtN-U2Hb,842.030640
YlJlee,9ds7h!s25Lzkd9SdpIoT,3999.363037
ap i,9du6ce.6l2EYVmPLXvDX?c,3820.268555
ntajzH,9dzSQ,7857.167480
dprVrrh fV,9e,8315.209961
b-g,9e,8252.912109
bxtGBmP-zdUEg,9e.,5147.196289
wX,9e33CXCPSvjx8RNEEp,2472.619141
tgy,9e7Av6S dYpQ1kE-n,1140.465332
DRiNqR,9e9CzH,4049.464844
BPkUksUcL,9e9kY72DZ1NHxySEdgzZO,7546.668945
tKW,9eDtnw,7336.092285
XBLjM- NROOyCs,9eEhAV8MpDVs2w',5231.446777
GCDaxDeYsEXW,9eFigX#YGv4R6wVAa,5864.297852
k-qqUxQwZuhvvXoI,9eH88?O!iAcc8SS.OjlmzMON,6813.941406
Kbp JW-XmA,9eJaQ?1n!s,6594.332031
jO sKrNohR,9eNNd1hkMeI-8WXXxK4c-sp-WCOkB3,6895.611328
VShjK,9eO6PdISPqkd608D46FtEJ,9581.676758
vCNVLFiArIsaGB,9eR2ciFs76Jug,1624.857544
QAclDy,9eSmuJg.2L23dNim'3zu XP,4657.842773
cSmRZNkNIOpgTp,9eYIxPRNiPnvo997TLi,9589.744141
YtJOyWnHyxuJHKt,9emIoJCk!NrO#1,3709.756836
Kl,9et.kFird!Un.f--S1Y'mCQG1NvQ3'34,6759.212891
mBeLDNel,9ewcl4oxFJ?MTqc-7G,8437.354492
gVIfWs,9exQVMk.'?,557.723999
egHnlvdI,9eyfqxE!Wx7-n!YMltkLw1Q3ZDtD.pMb,8826.796875
BnqdvZhyJsTfAF,9f,7921.649902
YUZHz,9f'M9,1758.250488
ddfbQAGAQdPO,9fKR0rl .!jy.2Rnz8E6!RM8s i1hH#k,1904.299316
Hd,9fMpTW mdlvluiXcXoIg7d,2098.504150
x-VfUoKOUkvi-yV,9fQO6us,7828.708496
ZO,9fY4gDnCrPNKi7K,5397.715820
mcHHBGlZl-,9fc7m9,3126.658691
gIhbtgJU,9fd3oUOIR,1697.699463
GkFeVeuJhfEn,9fefZ,3567.131348
PtAacdFMIJbilvtU,9ffdUUh5?.KO'S6Di0?luxaJapw5sUo',9348.587891
 IvkqnFjCY,9ffmVR,7827.928223
HfvavGiCMIHmlIG,9fhSzTeWAe6MiYOInkb54vJ#,2653.333008
Vh,9fjA86G#MK#,353.149261
D,9fnaNMeo,3484.515381
tqEgieBZX,9ftW80v..hXx-nll,5691.275879
BZuGkR-LM Rhq,9fxmNUxuc'J9ig#nAHQGv6h,3058.328613
hVng cyTEyU,9g,4809.374512
iGUabAY,9g#OepXhit69O!QC8scGu,7319.305664
wdBelaMzExFvI,9g'edM?gEWvtgohcfh?sl !DxBoMpx,9686.508789
qPIyTa,9g-H4M?Z wsM.3BZ'Kg?OoB S,7726.064941
KKojF,9g.-KM duPfJ.1w3'9OjCVB4LR1F,6009.267578
eTh,9g4jevEVoelvInulVQbTOzVz,8194.480469
iVNZzlOkyU,9g8'DeR0Tu56p0gbsk-Za,3554.741943
kNXiZWjg-bW,9gG46ysBxnMrCPoxP0Lf,5853.455078
oKw,9gHWBgvqlTX.6wYdk-u 9yA--rG,3907.284424
xYvZJudmnLV,9gIIJaXXGq6l,6193.033691
cUuUFC ixs,9gItXnqJyFtUn,5779.458496
teWtYxPSfUyaRcR,9gNh,4935.323730
IuOnbZBqGc,9gRCsLs?5CQR7#XiK7c?3'd?MAy,983.664062
iFAscQP,9gSmW-cngIKW0vYIJraL.FUqSJmNf-xD,4960.264648
GdMNNiznzPZN,9gVHTu-468DCPZd1jw 1,2839.093262
KcadxuFyilodwm,9gVbLcj2Mk'tuIiVSOLj,3024.975830
pQQdxs B,9gWiq3aO,1120.502686
UzZhMbNAMn,9gZpEh7hXwVOx1eEYo8cjG1IxYNGFF,9836.829102
rwplLUunUrKXTAu,9gd80,1764.476685
SHDrzWnLquEwy,9geCc,2063.478271
skTIFgKWbLNnwEou,9gfQzkNf8rj-AGW6BVHWpqvo0a7yD,8055.062988
yElCaFufwwNwIfEW,9gfkcFih9URFsGEq,137.073456
 N,9gh!pJu4dDO',842.563538
zk,9gjyV7FR1afS,6348.575684
OPUrE,9glEhJauhn4XP5-.HD,21.566236
cl,9glH,521.533142
GIiQbmtzMzVXI,9glUxUG'BI!YrRuPH80R!LfENHCfJsg,5975.125977
ar,9gmP A,3242.104980
hkMZENih,9gmlh77#.ngHiU,9891.963867
nZCuPi-y-Pr,9gqIpw8vs5J9KQQJf3u!UK-C,3825.437012
ZdMgnY-Me,9gr,5170.107422
zrZ-jDFtezkbdZf,9gyBJW!ifcV4fBx,6205.437500
V,9h!f.#hzi4Xt?l4XNM,2749.934082
gSVc,9h3qteuEC-,7727.039551
vCGpLRpq,9h4'f0GQ2Vietsgp5b8AuBR9vv,7651.247559
j,9hA,8134.733887
CDWiZNGdchv,9hEFL0trk3i8,9914.314453
SfSfQDpgfqAm,9hFIQ0im2nQd1,892.790344
qcPkJvB,9hJMUFksE5AiiDWJULm'H,8228.690430
hcrvMvWr-j,9hK!B.3?d.Fu,2765.085205
haZwgP,9hVw0uZ1!51iW !1K2,9074.812500
IlfzcDuYMPpMS,9hXC23Vhts8a1hchdEi51A0'-s-6,9152.515625
VjSTBZgYW,9haQJFzPlB4kzGrhm2!udrgnN64j3vp,9678.692383
VQHtIBOgdZg,9haVx1W,2733.345459
lkmtT,9hbUkZqwMRt,9878.294922
T AGFhB,9hgS'x7C-rN.4UBMxrepTDNpQZNaiDu,7970.459473
Ijeu,9hgh.js4W-MwJTmQU,5930.622559
RV ndW gbueNE,9hr-c!,4390.849609
XygE,9hzEN8sXkk05z O?sQe,5584.602539
Paa-RctJXxXvxnml,9i,4508.503418
H,9i! 4HywegCN,9859.312500
JOkOInwVqCjFfxU,9i#,2968.329590
IsyUKaQKUiY-DfP,9i#BE,952.877197
FoGj,9i1ayS.t1cemPq9?CalURnWYyp8I,5461.146973
ASqH,9i3'-XT-OkllL'cEN6Hf-b S,5457.533691
UraPKmEczh,9i4hWuJ,5504.625488
KCjH,9i60wW,3882.405273
ukmycYfgC,9iDNOY77K,8493.737305
Hsnp,9iHGpvtpvi.GR# je05YyGyhuvsy,5454.494629
nwK,9iK8R6mFIHCtlgarJVf-xt3#b2'dXmg6,9830.609375
bczlquWRezdvqHg,9iL?amWgWg,5513.921875
vjO,9iOBiXtNI,8325.333008
drrjesJflbj,9iTtz.q,6467.522949
XPXnXFZ,9iV-SA?jitJ,755.082825
mhhYtgGeeLeaKR,9iY4GnFWm,969.420593
 E,9iYpN?,236.004776
CXkVLcgwO,9icej1HJN,9275.307617
hi,9igf.j'2aOqunC6gl#s5T'DOBw,6761.821777
lyS,9ijfr!nVM6kO9,5129.364258
muFadzIawwmyrD,9inRgEjxrgkBjPtO,6087.092773
cvCCcdSYoYFwr  ,9irhhMx.B#VX,2774.675293
Z,9iuqDaCrS'muB,6863.187012
S lMVRYkerzr,9iywUbzrX85hq0 ,5067.520508
tOOLZOxnXwDNITU,9izHVbSILQe8Rvg7Tws6Q,1583.036133
zhkhEVHdA,9j,6266.868652
zJzpjOG,9j,4527.661621
AMB GTCj,9j DsDw7lqAo4.XfKme!,9982.335938
SaZGpMoCMDtrPp,9j-JQsgYEOXhlK Kh7K1uqWp6oW5w,4524.638672
hkNFEyBOWwQTZ,9j49#tQQdJLx5oynA,1926.856567
hAM,9j?gK#OzctGXbRx26QznaMsR,205.393036
c,9jDlFMF39GD,7697.995117
OK QQbwPpIpkHKqJ,9jGe,7178.494629
hz,9jJd ,949.407898
pPGnZcwbO,9jT!,4627.281738
xpqOMVTrXMCYXd,9jUAs,2497.859375
xUsEjgQ,9jUZ Ze4a#3l?MQpBRi.7a0Q!,8420.154297
SLowAdKq-,9jX8-CmQqLG0cT#Q!AK3e0wF3xjG1nM,2048.520508
ThDcPJL,9jZWFXhn90S,4989.319336
wB,9jbLHnoZuLA,3928.520264
cJM og,9jghWn3qq!xn#,5605.185059
azGPIfvMJfWU,9jh,6589.243164
ejoAbsGRM-I,9jk3ztOo-Y6M8wUEK1QmSNY68,3505.913818
rg,9jq?aFZ3NqXrxY4ti4CLE G2K?ux4x,8511.666016
LuiLZdlOgKfW,9jqtnUTr!Q4E2EnqrI1XMkORIoRb?P,2246.856445
WfhLVvQuf,9jv,4649.796387
wwMh,9k,5217.994629
yXPNgb,9k1Ux3PLb6'z5zBUQX3pZXmdr,4892.247559
x GJ,9k1k'hR2jBYS4Qz2!r,4441.123535
KMaEU-RxIEkv,9k4EKiViFE8#u.qOgl1-Mo-wo5z-Oe,5450.875488
QywQXOLvRx-Ennxy,9k7ANpDjtHoXR0Z,7433.263672
cMNwWTaRTlxj,9k82v,4181.093262
PWtXsXvxZyn,9kDqPwIJ1KIeT2xy,7125.256836
akoiYxrFaMnTxW,9kFY!zwU8Wa8#wUoQzmF2KzHg6,5315.022461
GjvUgB jLWur,9kJU0T2zpDo!m8ZRCNUeKuz,4050.807861
p,9kNStr3,8808.104492
gO,9kSQUR' Q-zKdNIQsdX9co!Pbx3xVX,7763.396484
OrPgVokhTQjrlR,9kVG7NHjHz N7a321D-g0Aw6H40Fxt,6105.438477
z oKl-ZrCFrZazR,9kXCG,298.412445
UhI,9kc1Ciw5Vtk,7666.340820
juKnexHYuUeEjH,9kcRtPdGhcaRt19dsZTObd,5108.539062
xRNi WRWVD,9keiWS8JP63vWxj6,8069.503906
jqew,9kpWBNJq!aK,2642.795898
sxvID,9krog9wDKU6q,2010.670044
mgcBzv,9kv4tZxOTmXH'H1,5796.883301
QtNaLl,9kwf,9620.198242
KakUrTT-,9kxYWpdQs4Lir1rW5euD54SDDH,985.660400
WLDJEmtPjhbyp FH,9l.qQFgrFqO,1471.254761
jt,9l5ezc2,6949.141602
DAiWMtwzpmZ,9l6G#6ppEGe3tyEyWgKz--3NZO7u0J,8251.723633
LDSPJOXuyTEWSeZl,9l9H82yKEN1#Jdjt,8550.624023
JzHaiF,9l9hZnP8H#mX'V.rJMtM8?cbwqI.vqv,9988.833008
Tjn,9l?94n.Ac#RKSmSBmgfDV2GfZgu#LrZh,7393.255371
n,9lIKJp8QQ ODidcYiN,1179.126709
iQehGZYh-muJ,9lIRx#b30elFbvlGxf,7730.773438
jjiGpxijwbnmRVz,9lJzF cpWwRAa,8541.462891
fiqNwRsyi tB,9lODSlWoG02Y..JT2w#5NIyIq,6985.737305
Oj,9lVsErrMnHwBJ0epaZ,8753.512695
aYwhMeCfuFuTbmip,9laK7marSsnKYeOr,1278.251465
CX,9lg9PK6vIjyA!HuHU#lXpkuQfj948Ks,6934.979492
eLfWSHJLTGDV,9lgnu7h5kqK2fmH,5641.862793
XCUgBGWazXby,9li#TMc.,3615.869873
LnflP hJX-tbEG,9luf7O70hSve'X,7812.244629
YwtyTDsaY,9m,2675.978271
Gy,9m L WoSyUK h3knmFDf9Jd!BL5rGCjH,351.453217
MjvHN,9m!I8q,2413.596680
RnINtQpYUSVB,9m?X7..3X24Qpuk HZzDc,3751.862793
Yxm-PALRx,9mAbG08OljgkvfbYkfzLLQHh?IvMg,7815.975586
OzjwA,9mGA#BMkPH3-Q,2334.958252
--VwY,9mHwHtwR1xQZy#ZJgPTzvQ,59.492260
McbnSNXG bWCjZ,9mOrMpjFXlThZ4cRWZuI5u,1082.639893
DFHrpDRmobcWW,9mQMkA,7097.917969
m EYU,9mS-fekNkw#O1UrD,90.261162
p,9mU0BTM,2558.900879
qiWgI,9mU1W.XB,9811.839844
JupVwBSBv,9mWmB7UkPxW#b9,103.556160
NQJJ,9mgbuMBZBG7NZjPKZMtIca5duyK.yb,1510.160767
rb-q,9mgz4f,5589.543945
d-yCJEhsFZplIg,9mhWsbM5#,6898.981934
J-YDIcFjQrUw,9mimF4OwZmyc,4361.860352
PUgaKwPm,9mkARNBmbU  0H3JMgD,5668.484863
ZmsDAQub GA,9mnzsygjqhLZ.Vyji!fr,2299.866699
fn,9mt-nTM6NLTAUH0pes.gD,2445.215576
tXDflHbSzxZfbLb,9my#W.Vl!Wp22Rvf,4451.401855
q Mg,9n,4017.291748
iB,9n,92.329742
YDbvmEgC,9n bVwGJhJKXN!w,7060.839355
uA,9n!nzFB7RsNEIj LOR-8gwgM,7221.423340
oibxxYQTXTBAbuV,9n.EQj,7278.241211
nJDqqh,9n0EGvDAgw,4051.950195
iFi,9n1RD,9195.041992
alGJMjSxwejvP,9n68jQZpW ,3433.772949
YFvr,9n6TNFTs,5678.435059
KFcrFevLabT,9n7n9y o8kl3pwjoL'o5rTiO2IMr,5948.639160
spQ,9n7yLJ5#UdwoEbya,3942.230469
InP,9n8CIO-D9qk7kQLV1'AEEQ#B?7zvOf,9679.347656
T-ETPhXtCOPZa,9n8Fr0qHO#aXieE7VXKao.,145.459564
hVPLJaKj,9n?uuhq?tosg QTozy,9349.198242
qXzK,9nA!ezcT,4547.703125
GBKjwMRowo,9nCdnBnIccRpdmCFFF0SupNPBGRrl5!,6068.403320
ccC-oIMDamPZS,9nDLJFpmz2sg5ysU-BtQ,4626.291992
dzdhaVWWsdR,9nEJFQ#leW1p9gjQ-VOB#,1710.535278
xKjrCTwymq,9nNUyG8CjFoGx,1012.918091
aJTKsa sTwRVU-Q,9nR76FLtizRE.xWdt?DHPJ0,3597.396484
dZTSlXryfdFEmpUh,9nW,6000.759277
wlvcvqUfGFjPaI,9nWUK,6699.926270
qMprhD,9ndMn5DjrT,9547.271484
VcJLcHUyqWeQlb-,9neFXTDxfz?SN,890.447021
lHFiEAhzpm,9ni,2576.219238
sTUSKbJJa,9nnn3Jf4Vn9fJOB?PHL--K2PaM-r,606.783264
Z,9nqkp4tmt4rhHWRr't75m,3135.176025
RACrXKNTc,9nr4dy-IbHZjIdufHlrn2M9,7125.811035
tbnyicL,9nteZ-aXFfTElF'R2OjQ,3646.664062
csWMrpIYrYdApM,9nttsaS1F0ZrZ14aTQPspLav3,4260.479980
zaybLQJNQl,9nuNEx6Tj?T,6151.186523
SkogAUn wx,9nw4WyHyQrOrHpCdn280wQjW,9447.917969
Dvxvt,9nzZ6CNko8oHLU,6445.663086
qNLLc,9o,2108.799561
biWm,9o'?0DViJjqjNU5S9Kh BDN5ml,2423.432129
D-MOuhuHy-VT,9o.,1970.442749
shmcuDEvglrv d,9o3TEzFsl0Q'zm5Gb,6769.933105
-BUcrdiWKKK,9oD?eEJapKgZ0Ys4H.,4323.463379
DhESnC,9oLGulRzcTDlKm,1534.995605
XOWF ONy-Cmjtv,9oMO,7015.455566
xECtRofa,9oRlfNL#hu4Iy8yxvFm.#8!,7055.091309
ydE,9oT8,5557.444824
Y,9oT?fpLDWU2BfbVRT8ZM3p,9073.182617
 ,9oUqi-c89gAi,6865.486816
Yw,9oWTTJ7e12atOm7uFkDJf35,4921.812012
Rl,9oXf?nu!#uYWIxN 7BA 4bknXx0'oSW#,2372.603516
JgmybY,9od dqiXOm3!#2Tn'QkYX,6873.454590
eMlX,9odYnYuLd2mTE5-8rc!M6y'oD#7qLYL,577.852417
hM,9ok8jsr2U ,3809.400879
lTDfEiiCEWZNUXu,9okX.rfNZgqT2ZPJZKXDmiX4,7770.878906
BYhwRQWYtxd,9olHl.tjeHz7kmJ,9590.393555
bbWCHzbsYf,9om6,5594.548828
DpmuodKFcHpvH,9os08atKtKV-riP#xmNUHJSmT.Da,1421.922729
fDnZpDVncnKPDXi,9osplO,6333.702148
TIUmzyd,9ow8i#wHc,7550.062012
AnC,9p570OUp!H933F31EQQKpLC,6592.174805
hNVtrJUiGouNQjU,9p8Y2'O.9L9,5538.003418
U,9p?8aytAXITL0'.DzsiZED,6112.901855
MXGaKURLXS,9pCjl.z9M2'pxmCTZLn,8359.971680
DdYfCb,9pDX,2042.661499
DiMHrqTzOX,9pErc 7cFAFKW4b!W22l2Cq?1-X,2810.287598
dQWzBPx,9pI5zR5.Yyq6AtMJ8rnp5,6199.410645
v,9pIOE.z23X S6R,8.435348
yHXbYZFIrEWYjBe,9pM59MUS!mQb,358.884796
BgBWhXGNol,9pSzUZkg4YlY?,1525.707031
SzPDcIN,9pXfP8K4Y2Dk?!WqLy.Yom,2953.361572
STduxZvUBtPE,9pZ.aT,7119.448730
fXGQyW,9pe.breQ#c9.mI,8197.664062
DIkoSgRxr-Z,9pegOJYqo-zw#uSHp0USUSPAQB80,8901.079102
PBa,9pgaItv1RpfB2P3GUG'P0QOvohv9k7g5,2881.425781
RNnToUKD,9pkuL1#WFDS-5Ds3u?P6OpaChKae,1212.055908
Jpr,9pm,9667.366211
jMtRMHOlRlMpE,9prJRya4EI4VlZ.jbqj0yW,6702.152832
ZgT,9prNg7MZIuvr'wkD0k,5479.237793
gZeUZgnxCZLJO,9psHcrZZdu'Zm6-89uX7A5,8742.414062
IrEV,9pti#4Jo!G,4356.371582
Gpo zgVvnk,9q.qeHeT'pHovtEtuTE?NIkpigFVfW,1751.503052
l-CwE Bnenv,9q4rN,793.886047
TCJeivzcHlyacYe,9q8ZdKT!#Wd,3325.086670
iQnojRZHPiYSafr,9q8m6MFDoT,2802.225098
r,9q?zpeljIbFjOxvbEph,7039.319824
ffxqACeHfSeCLIl,9qW6QDehOjs!lkW4ef1UE04YSV0zl3,7952.656738
nMPndMEmBnuBWQ,9qWh 7m5t6zcFORcj8NKnRRp!X9SyVA,2488.187988
DtmZGuCdBbWjun,9qYjsd09XIvg,2956.200684
TylV,9qhQbGwM2r,3784.949951
rdmp aMEZ-ipQL,9qn7bkGLo90ykLc6pi!qs?bAc9QRQl,8446.980469
eof,9qo.q4b4bKs7gmfU!sEPdxpqf1,3745.873779
fYUIfuyJ,9qok1tRmW8qfhZ,3328.997070
RddybOwAlsdK,9qrK'#hJw561wq8xG3c2z5,9966.455078
gbBRLrbIGKjaHwxD,9qs2H1,3749.909912
DrFkEO,9qy4!0O5k H##c0mM,176.275635
Fx,9r'tHMg2W3AtOdtNVrmnnuFyXP F,6909.707520
MuDz,9r-Ky4pFPR,135.711182
ApgLpYxt,9r3MDT,5536.415039
tpdWlalvymt,9r5BxGCeGW 0WPUFtPt.LCtHnSke,5103.491211
GESKohTV,9r9XwVoV1yAnlP7h-Bb17i.760uIJ6s,5365.952148
seWxGCvtyOYq,9rBDhVNllu?QgZWV7IPDD3nf7H,5685.832031
ggJ,9rEBucHcSK#tZ5p2dcu,2034.688477
cwLJATYoxn,9rJ96nODysNJmVvDj8QcHXc-G57xz,4477.357422
qbO-cPxtmMxfH,9rLP-0ihlxgChsxqytvyX2 4,2890.350586
QtdTSOODL,9rPxf,1951.355225
laU,9rQ2RmI,2927.482422
pTKpysNbzvN,9rQQ'G#fnbuvz4!kyO,9020.646484
wLERiUzE,9rR63eh13ahvP4,5536.778809
oiJMBfjheRK-,9rX2,883.396484
NnSiT,9ra!,2205.958984
UjEKIYXaUNv,9rafSuXJRSTrMAeDR.sACNpo5jfiB?T,3955.346924
MxeHdg,9ravbf2Be?iO!jb#wbM,1414.055298
d-buSNGIgznY,9rfZ#IMdNebPwH s9FlZX..pGGensI,6686.278320
XpjmlFSD-,9rkTTV,2522.464111
zNlSWQXGBZLImCrL,9rwerkGDNiABK,3377.768799
TRtZEAeVEtxEb-yk,9rx.Gd?xsbE2u1ij1Kl1bK6Tt4'GQPs,6960.712402
TiMSOSsTONHMWJhA,9ry??Xp5-qn-eBzv3,8124.763672
-,9s,9611.640625
g,9s#3Tu,7177.740723
JAHedDRlBwxUD,9s#ZLVgu4XIGa?0sdR47 8ZESKyUe,4258.885742
ubKWrbfD,9s-8mdCJs!Q!f4bxG.4O3zwcb?,9565.113281
aKXajybJJvIuln,9s.J6NJxhZ2L55!uIAHv3Q7R-jiF7,8416.360352
 pzcdro,9s0Di4 QOCWV,6138.053711
FDdV,9s3v.YGwV RI'g,7867.209961
aTJADqJOnfW ,9s7n#gEtn,3370.313477
gzQxSrNckSM,9sBCSzJy4AUXhBpXD1,1202.259277
Vw,9sBWqsaUNYpIPbal#z,6065.091797
uokWbcU,9sDY9v0Km7c?GS#q!,1510.005493
dUETdQYRg,9sEH!42gjX2#SsQrg,6054.187988
QyG,9sILqzNPUr0''7 9ApyByvCxAx,4617.542480
IaHAENKrsiqVsO ,9sO3wTVq'62F1 q8?x,2465.331543
vTTVZoRr-PLy,9sPweU6S4ucqun5-,5459.636719
JHfTAg,9sWr,6306.499023
YghsfjvTLMgSl,9scP#I29H07I0T.NERaAu,843.587891
TXlcRshGeaO,9setY3n0zdU'3cf.Rr6,7396.211914
YQh,9sfPMeF.twF93YtqIx1?E,6764.733887
dAZttdR-,9sgbRdnF?xYN6mjf5LZ# C6q,6592.900391
iFn,9shYTFwQSA#hr5#zJShTXVGxwe,5539.952637
AkpG,9sqI msuDE63Uw1ua,2021.484863
-PDcu,9ssSar5OjOtNERbxmW-xneS,3956.959961
YVXpYkOl,9stxaCF.Un?E!TiOftjNM1Vff,2515.504150
hIh,9stzL3qgyj5h6,2699.168701
jojwzGSS,9t,9200.736328
hx TyJj,9t'tnL'fInbJ.,5366.734375
sd,9t0qrdfQEeYl-4bM,5576.905273
KgUjIlOf,9tCV81,5344.823242
piUYvwd,9tEQH?f,4136.381348
QmAWezn,9tGFu2wL,1122.183350
rMJbjkjwF ,9tL 7,4606.716797
NgBEIGSMvzRI,9tMktykNXWOB,8014.136719
usMYGzpIdA,9tNxJD-CNrC9oGS81ZilKU'JjD5U,8572.069336
PzvCvf,9tWBuwyAluysnZbpb?5f'rTCr,7478.593750
ObGMdxucwLoBroDY,9tX!DQw0EXZnPGag,8101.108887
t ssRqbnXpDkekUT,9tYhp,7293.694824
bFRiWYyIeMM,9tdl49S,8314.347656
MADjkdisrX,9tfCMcn!Oqzvw,6098.855957
I Gx,9ti#qW.fIuuD,9782.203125
ub-KETceowsD umv,9tjIorUwI!#,7528.386719
JfKOobxMZlBU,9tmEXieAhpExuF6iPWm,324.604706
nv,9tn036zaN,8417.616211
srjhHU,9tnZARdM lAQSmYYucUV#,3662.160156
LayRgt dTnvRcR,9tnc4h8?LH3,6081.555664
xUM-ugllJEbcc,9tt6AO,2629.300537
FkIUoarsbuaL,9tt?udm6.BjJs'2,5782.784180
efZaa,9twelweqd- 4'KsAqAtMhaZMfrhWLS,2391.868164
 HiEzs-KZKB,9u SANTJj9IS5Fc2T0zV7FI,7940.697266
qIz,9u9tZrA,8175.674805
ZnibdFdcFMTqgO,9u?ZdAx'7m XQwOrUw?,5508.233398
bYbanRGYLx,9uF3ndNWJlO?zi' autpNC,7984.371582
ixLIwEAPqB,9uFTD4wYy6ztdOkfS2vDVTaQh,7869.237793
erycTWiu,9uI?I8ct.v4i38e.p,6885.333984
Lgo,9uQ,2614.994141
sLxMndzPMQnUfxRs,9uUCr3ps#1f.ze,4779.706055
CJGoHWvUOLsiOGo,9uUHUrnIuvAwIZa,8944.974609
ax,9uV ERgG,5980.629395
dlcEw,9uV'dJTQVKawz8SU,2341.431641
GHdz w,9ufLC78qN5ZxQx .KL8LyafN4cO,9407.187500
XjYEN,9ufQ1QOh,4857.947266
QPWz,9ungcHLuUJ,7386.168457
iwU-ocDm,9uq213aIhr9'JyPY6nM18308q0BY!LF#,1994.456665
afY,9v# UkZq?H9FB5,4667.702637
zNpW,9v-2rE6hS.aAAmxO,2671.995605
CojDWd,9v1#GslrFjvubaKgKcG'90bR -nce,9458.411133
ze,9vD.lGSp'E!QcJzUtSmW,5449.077637
U AX,9vOutYESQKr9SbWqq?Xve9RHE,4719.131348
jtbwt-DoLmQ,9vP0JAMMtJ33M6vvNKIw,3786.230713
wkVTpwSF,9vQxDnPrhEXxUk,5104.329590
FgxBpsQNUXyQwRH,9vXS0c89'mo.orQ H9dc,3356.617676
OkWa,9vZ807ws#9amZ.F?MNcxFW,1987.751953
yYRvSqGgpFoF,9vZf,1691.386719
JVuZvIJv,9vdY!e0FuXkFlhn,639.610107
zKicMF,9vecj ,4130.307617
J NCo,9vjbNAhNitwgGRnXu9dokQwY,9255.806641
tLGoPXbGGcXNiBnf,9vqrwk7p5su,3815.360352
jMrnZ,9vs7H#mocBuNhU'V'7w6ex3DbntL.s2,2596.314941
zMXHcvCIwPu,9vt!BSo24?-!M,3541.593262
Yo,9vv,5163.530762
WqygziKVjtF,9vvHoYTL.A7S#!x4,653.164673
GCKIF KjSWKu,9vx9qPtTfNSFQZ5jO!w5vR,3750.857910
ejFqDUmqtRkVfvBd,9vyGiAti3VOTZpO-qCCli0G!U,2343.386719
MiRpWoUSyDGBwimR,9w#jaXAuIy,3857.574463
JCLNyerdcknE,9w.H,6623.003418
RPgBb,9w4R,2835.485107
NvOcRUkmu tVmgzL,9w50gQVD?Xz5YL0x,3277.680908
uIKGffcigwKtREt,9w5Y2moIzyO,4226.119141
wlZQGPT ,9w7xwd-,5887.409180
caTnfZKg,9wN4gBVOR9461,9006.643555
xsBv,9wR1BU9Q!,1053.028809
espg,9wSqzF?dgDmBmxn3Rkc9XoGK!-c,2389.494141
lrjxklg,9wVP8!qq4pS.B2o?,7621.024414
zwK-UVXkxD,9wZvw M9zxBOnM9zYS4c.96eBuP,1162.361816
WuOlXo,9wbX1aE!qKUC4 6Zwcx,1530.627686
wxOZJyApqYQRaY,9we,6181.804199
TwudPFo,9wgDb4AMcHFkSp,7997.464844
l,9widGobZd hzMM aDrIkBk8EeXrzGBZh,8536.153320
zQhfWECYyPe,9wmBiaDBo0hENQGHhbk#SG4t!ZBMz!1,2137.107910
chxJhQOmmLeE,9wrCmKuP3S#uL#'0-BT3eJOkd,3394.417236
vNtOm,9wuHUdCmhDDFpT9,8192.507812
DKBJu-tnBGb,9x,7206.109863
wIuffuYM,9x#erU8tHd7hCouMBR!ufTI!.MQDx,8257.929688
GlxbzqBLhiBRNI,9x'7T6icHvI?''UeIk,6975.606934
EjqQuCmJrzT,9x'Rw1,6148.890625
WBphEHN,9x35-nOVkBiafulJdJbrLMam,1073.349487
DK ASIoCi,9x9-xVkl#Y,1283.953491
O,9xBfSAtQX6 HzATPB,738.364014
JoBzKTbxbjqqtZp,9xC0gPb9i3R,8841.357422
fpwIPEpBpfZQ,9xE!II6zCa-hLAHcnYgZy4o2K66J,160.756409
jHUH,9xHTdc2O QxS,9879.688477
Ja,9xHbU-z66jUxirG0LWJ91,120.155746
SIVxHxvhahZDDzGz,9xN.,1589.718750
ob,9xQ,5829.226562
AXXvxusKUtospC,9xfIrefrIvz#q,9284.736328
-RkbTiQ,9xlMfYaFQ8-FaeO#pexsuT'Ia11WEeK,3183.993164
